idx,class,conversation
3854,기타 괴롭힘 대화,"야 쟤 코로나 걸렸었대 알아?
헐 진짜? 어쩐지 몇 주간 학교에 안 나오는데 쌤이 결석 처리 안 하길래 뭔가 싶었네
야 너 코로나 걸렸었다며?
응. 학원에서 집단감염 생겨서 옮았어. 근데 다 나았어
그래도 몸 속에 바이러스 조금이라도 있을거 아니야. 학교에 오면 안되는거 아니야?
아니야 진단 검사에서 음성뜬거 확인하고 또 3일 집에 있다가 등교한거야.
너때문에 애들 바이러스 걸려서 아프면 어쩌려고 그래. 진짜 더러워. 평소에 얼마나 위생관리를 안 했으면 코로나에 걸렸냐
위생관리 안 한다고 걸리는거 아니야. 비말감염인데.
어오 야야 말 좀 줄여 말 적당히 해 그러다가 바이러스 옮는다니까? 걸어다니는 코로나 바이러스씨
맞아 맞아 말 좀 적당히 해. 차라리 숨도 쉬지 말던가 진짜 옮을까봐 두렵다. 우리 옆에서 말해서 벌써 걸리거 아니야.? 이런 바이러스 덩어리를 등교하게 냅둔 부모나 등교 했는데 안 쫒아내는 쌤이나 피해는 우리가 보지."
3855,기타 괴롭힘 대화,"그 소문 진짜야? 너가 다른 애들 뒷담화하고 다녔다며?
응? 나 그런 적 없는데?
아니긴 뭘 아니야. 이미 소문 쫙 났는데.
응? 나 진짜 그런 적 없어.
됐어. 너 성격 원래 그런 줄 알았어.
무슨 소리야. 나는 하늘에 맹세코 그런 적 없어.
지랄하지마. 진짜 역겨워. 너가 그래서 친구 없는 거야.
진짜 억울하다. 내가 뭘 잘못했다고 그래?
억울하면 처신 똑바로 하고 다녔어야지.
진짜 너무하다 너."
3856,직장 내 괴롭힘 대화,"민수씨 점심 먹고 회사에 있죠?
 네? 네.
그럼 내차 세차 좀 해다줘요.
네? 세차요? 그건 부장님이 하시는게 맞지 않을까요?
뭐? 내가? 난 못해. 손세차는 못하네. 민수씨가 잘할거 같으니까 부탁할게.
정말 죄송합니다. 부장님 진짜 안될 것 같아요.
민수씨 회사생활이 장난 같아? 편하게 회사 안다니고 싶어?
그래도 이 방법은 아닌 것 같습니다.
민수씨 잘 생각해보 회사를 어떻게 다녀야 편하게 다닐지 매일 지옥처럼 다니고 싶어?
부장님 아무래도 이건 아닌 것 같습니다."
3857,직장 내 괴롭힘 대화,"팀장님 저 이번주에 휴가좀 쓰겠습니다
갑자기왜?
집에 일이 있어서요.
그니까 그 일이 무슨일인데?
네??
아니 윗분들이 자네가 무슨일때문에 휴가 썻냐고 물어보면 내가 대충 파악하고 있어야지 안그런가?
그래도. 개인사생활인데.
아니 누가 자네 사생활이 궁금해서 그래???? 어??? 왜이렇게 앞뒤가 막혓어?
죄송합니다.
어휴 죄송할 짓 하지나 말지 이렇게 답답하니까 자네가 아직도 말년대리 아닌가?
죄송합니다."
3858,직장 내 괴롭힘 대화,"과장님 저 내일부터 휴가 내겠습니다
 나도 내일부터 일이 있어서 휴가는 절대 안돼
 저도 일주일부터 말씀 드렸잖아요
 그건 어쩔수 없고 지금은 지금이니까 안된다고!
 저 예약한거도 있고 약속까지 잡았다고요
 그래? 휴가 갔다와! 하지만 절대 돌아오지마. 당장 나가.
 제가 잘못했어요. 죄송합니다.
 어휴. 눈치 없이 재수 없는 놈.
 다시 한번 죄송합니다
 아 기분 잡쳤네. 내 눈에 띄자마. 꼴도 보기 싫으니까."
3859,협박 대화,"밤에 그만 좀 쿵쿵거려요 저번에도 말씀드렸잖아요
네? 저희 아이는 밤에 조용히 잠만 자는데 무슨 소리시죠?
그럼 제가 밤에 듣는 소리는 무슨소리인거죠?
밤에 조용히 잠만 잔다니까요.? 오해하시는거같으니 이만 가보시죠
계속 그렇게 나오시면 저 언제 칼 들고 쫓아올라갈지 몰라요
지금 협박하시는건가요?
자꾸 부정하시잖아요 밤마다 살인충동이 들어요 목 졸라 죽일까 싶고.
자꾸 그렇게 말씀하시면 협박죄로 고소합니다
내가 너한테 협박죄로 고소 당하기 전에 살인을 저지를수도 있어
이거 협박이라니까요? 저 지금 이렇게는 못있을거같네요 경찰서 가시죠?"
3860,기타 괴롭힘 대화,"쟤 어제 고백했다가 거절 당했대
못 생긴게 당연하지
나 그런적 없어
들었니? 귀도 밝네 조용히 말했는데
나 그런적없다고 했어 왜 거짓말하는거야
그래? 분명히 들었는데 니가 숨기는건 아니고?
아니야 저번부터 나한테 왜이래
너 너무 예민하다 아니면 아닌거지
사실 이니깐 예민한게 아닐까 호호
나 좀 제발 내버려둬"
3861,기타 괴롭힘 대화,"야 돼지야 너 머하냐.
 나 티비보는데 왜?
그러니까 니가 돼지인거야. 운동안하냐 돼지야?
운동할거야 돼지라고 하지마.
돼지를 돼지라고 하지 그럼 머라그러냐.
나 돼지 아니야. 나 사람이야. 그리고 나 운동 다니거든.
사람은 무슨 운동을 다니는데 그모양 그꼴이냐.
나도 노력한다고.
노력을 하면 결과물이 나와야 하는데 안나오잖아 그러니까 넌 돼지인거야.
나 돼지 아니야."
3862,갈취 대화,"아줌마 누가 여기서 장사하래요? 여기서 장사하시면 안돼요 !
 안되긴 뭐가 안돼요? 내가 여기서 장사한지가 벌써 3달째에요 .
3달이나 됐어요? 어이구 그동안 신경을 못썼더니 .
 자리 비워요!
 안돼요 못 비켜요 ! 
장사하고싶으면 자릿세 내고 하세요! 3달째라고 하니 한달에 20만원씩 60만원 내 놔요!
 그런게 어디있어요 ?
 싫으면 당장 비켜요 안그럼 이거 다 부셔버릴테니깐!
빡돌면 책임 못져요 .좋은말로 할때 자릿세 내놔요!
알겠어요. 드릴게요 .대신 조금만 깎아주세요!"
3863,기타 괴롭힘 대화,"야 너 다음 시간 뭐냐?
 나.? 나 다음 시간 화학 
 너 체육복 있냐?
 체육복 .? 응 사물함에 .
 나 좀 빌린다 
 끝나고 꼭 가져다줘야해 .!
 아 너 체육복 언제 빨았냐?
 나. 지난 시간이 체육 시간이라서 .
 어쩐지 아 씨 드러워서 못 입겠다
 미. 미안."
3864,갈취 대화,"나 오늘 생일인데.
생일 축하해 민아야.
생일 축하한다는게 끝이야?
응.? 그럼.뭘.
애들은 지금 다 만원씩 줬거든?
응.?미안해. 내가 지금 돈이.
웃기지마. 지갑 내놔.
싫어.왜 내가 친하지도 않은.
안 친해? 같은 반 친구가? 이거지 지갑? 잘쓴다고마워
돌려줘! 그거 심부름해야하는 돈이란말야.!"
3865,기타 괴롭힘 대화,". 저기 혹시 이 자리에 해도 될까요?
아 안되는데요. 저희 가게는 예약제로 운영하고 있어서 다른 손님 오실겁니다.
아 네 알겠습니다. 안녕히 계세요.
저기. 혹시 이 자리에 앉을 수 있을까요?
아 네! 그럼요 당연하죠 앉으세요. 무슨 메뉴 주문하시겠어요?
아니 저기요! 저한테는 예약제라고 하셨잖아요. 근데 저 손님 예약도 안 하셨는데 왜 제가 말한 똑같은 자리에 앉게 해주시는 거죠? 저는 안된다면서요.
아니 저기요 그냥 안된다했으면 가지 왜 아직도 안 가셨어요?
지금 가려고 나가다가 딱 앉아도 된다는 얘기를 들어서 궁금해서 물어보는겁니다. 왜 저는 안되죠?
아니 보면 몰라요? 피부도 까매서 더러워. 지금 냄새도 되게 심하게 나요. 그리고 당신네들 종족은 화장실 다녀오면 손도 안 씻고 밥 먹잖아. 더럽게 비위생적이고 냄새나고 불결해요.
단편적인 모습만 보고 판단하시면 안되죠. 저 한국에 오래 살았어요
그래서 뭐 어쩌라고요. 이 식당 사람들도 당신이랑 한 공간에서 밥 먹기 싫을거야. 그리고 너네 나라 전염병도 많잖아. 병 옮기면 어쩌려고 그리 당당해. 배고프면 집에서 요리를 해 먹어.
진짜 너무하시네요. 제가 뭘 어쨌다고
네 뭐 어쩌신거 없으니까 빨리 식당에서 나가요. 영업방해로 신고해요? 가게 더러워지기 전에 나가요. 하 진짜 가게에 냄새 다 퍼지는거 같네."
3866,직장 내 괴롭힘 대화,"김 사원.
네 과장님.
자네는 꼬라지가 그게 뭔가?
네?
집에 옷이 그것밖에 없나? 매번 똑같은 옷만 입고 다니고. 
아. 매일 똑같지는 않.
지금 내 말에 토 다는 건가?
그 그게 아닙니다. 저는 그저.
지금 자네가 하는 게 토 다는거야! 어딜 윗사람이 말하는데 말대꾸를 해. 자네 부모님이 그렇게 가르쳤나?
죄송합니다."
3867,직장 내 괴롭힘 대화,"뭘 그렇게 걱정하면서 징징거려?
네? 죄송해요
넌 내일 가만두지 않겠어
대리님 낼 재택 아니세요?
아주 간접 병영체험을 하게 해주마
아 저도 이런 제가 답답해요 하.
내가 더 답답하겠니 안하겠니?
대리님 자료 요청 메일을 덜 보내는 방법도 있나요?
사내 위키 잘 찾아봐
네"
3868,직장 내 괴롭힘 대화,"저기요 안 대리
 예?
 내가 오늘 중요한 미팅이 있어서 그런데 이것 좀 해줄 수 있나요?
 이게 뭔가요?
 우리 아들 과제인데 안 대리가 이쪽으로 전문이라 그래서 한번만 부탁할게요 괜찮죠?
 근데 저도 퇴근할 시간이라서. 죄송합니다
 안 대리 지난번에 업무 개판으로 해서 밤새 내가 야근해서 수습했던 거 기억나죠?
 예? 기억납니다.
 이번 한번만 부탁합시다. 내가 나중에 밥한끼 살게요 그럼 수고해요
 하."
3869,직장 내 괴롭힘 대화,"주말에 행사 있는거 알죠? 모두들 필수 참석입니다
아. 네.
희정씨는 표정이 왜그래?
아 아닙니다.
집에 무슨일있어?
아니요. 주말마다 행사가 있는 것 같아 피곤해서요.
그렇긴한데 어쩌겠어?우리 군에 행사가 많은걸 그러지 말고 신랑까지 같이와서 근무도 하면서 데이트도 하지 그래 사랑도 싹트고 좋겠네
신랑을요? 오면 불편할거같아요 주말이라도 쉬어야죠
아니 신랑이 희정씨 별로 안좋아하나보다 나같으면 같이 나와서 함께 하겠는데
그런거아니에요."
3870,직장 내 괴롭힘 대화,"오 오늘 스타일 좋은데 미스 양 오늘 데이트 있나봐?
 네? 아니.
 왜? 어디 방이라도 잡은거야?
 그런 말씀은.
 왜? 성희롱? 뭐? 성희롱으로 신고하려고?
 성적인 내용은 불쾌합니다.
 아니 나는 좋은데 있어서 가르쳐 줄려고 그랬지. 저기 양평에 가면 괜찮은데 있거든. 그거 하기 좋은데.
 말씀이 너무 지나치시네요.
 선배가 후배한테 신경써주는데 하여간 요즘 뭐만 하면 다 성희롱이네 폭력이네 무슨 말을 못해.
 하여튼 그런 사적인 말씀은 안하셨으면 좋겠습니다."
3871,협박 대화,"왜 나랑 헤어지자는 거야?
 네가 한 행동들이 나를 숨막히게 해. 너무 힘들어
 그렇다고 대화도 없이 이렇게 끝낸다고? 싫어. 난 그렇게 못해.
 너 너무 이기적이다.
 내가? 뭐가?
 나는 충분히 대화를 시도했지만 네가 피했잖아.
 야. 내가 우수워? 어이가 없네. 내가 너네집 어딘지 아는데 이대로 끝날 거 같아?
 너 지금 무슨말이야?
 어딜 너 마음대로 관계를 끝내려해? 죽고싶지 않으면 가만히 있어라.
 미쳤어?
 나 장난아니야. 죽고싶지 않으면 가만히 있어라. 짜증나게 하지 말고."
3872,갈취 대화,"야 가지고 왔냐?
미안해. 아버지가 안 주무셔서 못가지고 나왔어.
새끼야. 그럼 만들어 왔어야지. 내가 만만해보이지?
미안. 그렇게 큰 돈은 못구하겠어
씨발. 장난하냐?
민철아. 한번만 봐주라. 정말 못 구하겠어
죽을래? 그럼 만원짜리 한장이라도 만들어왔어야지!
미안.
아 됐고. 너 지금 얼마있어? 주머니 뒤져서 나오면 죽는거 알지?
오.오천원 있어"
3873,협박 대화,"난 니 얼굴만 봐도 이제 소름이 끼쳐.
왜 그런 생각을 하는건데?
넌 내 인생에 도움이 된 적이 없어. 소름끼치고 역겨워.
그 동안 잘지내고 있다고 생각했는데 난.
니가 우리 집으로 들어왔을 때 피 한방울 안섞인 널 마주칠 때마다 지옥같았어.
그치만. 
너만 없었어도 우리 부모님 다투시는 일도 없었고 내가 더 사랑받았을거야.
아니야. 지금도 너 많이 사랑받고 있잖아
더 필요하다고 난 ! 너 같은건 여기 떨어져 죽어버려야돼.
잠깐. 잠깐만 ! 이러지마."
3874,기타 괴롭힘 대화,"야 니 왤캐 못생겼냐?
뭐라그랬냐?
으 나 보고 말하지마 니 얼굴보면 토나올거 같어
너 말이 심하다??
우웩 맷돼지가 말을하네 니 그얼굴로 다니면 안쪽팔리냐?
야 그만하라했다
난 사실을 말한것 뿐이잖아 내가 뭐 틀린말 했니?
나 좀 그만 괴롭혀
내가 니 얼굴이였으면 난 그냥 안살았을듯 니 참 대단하다 
진짜 그만해"
3875,기타 괴롭힘 대화,"이름이 진짜 신기하다 나무가 뭐야? 나무?무슨 나무야? 소나무?
왜그래.남의 이름가지고
아니 니이름이 너무 너무 신기해서 그렇지 나무야 나무야! 이리날아오러나
남의 이름가지고 그러지마
야 왜 정색하고 그래 친구끼리 농담좀 할수있는거지
농담인데 재미 하나도 없어
야? 인상안펴? 너는 재미 없어도 나는 재밌어
.재미없어
야 나무새끼가 확 불질러 버릴까보다 나무 제정신 안차리냐? 아니면 물좀 줘? 오줌한번 싸줘?
너 진짜 악질이구나"
3876,협박 대화,"정의의 사도 내부 고발자가 된 기분이 어때?
. 과장님께는 죄송하지만 제 입장에선 어쩔수 없는 일이었습니다
하이고 잘났네 잘났다 뉘집아들인지 잘났어?
죄송합니다. 과장님께 개인적인 원한은 없습니다
그래그래 이렇게 잘난 아들 두신 부모님 가평에서 국밥집하시던데?
네. 그건 어떻게
아 뭐 일도 아니지 그런거 알아내는건 나도 조만간 국밥집 가서 국밥좀 팔아드리고 부모님 면담좀 해볼까봐 아들 잘 키우셨다고
과장님!!
왜?? 이제 곧 짤리면 과장이 될지 범죄가 될지 모른는데 내가 지금 무서운 게 있는것같아???
과장님.왜그러십니까.우리부모님은 이일과 아무런 상관이 없습니다"
3877,갈취 대화,"제가 오늘 솔루션을 구매했는데요 저랑 안맞더라구 환불해주세요
네 고객님 이미 사용하신 것에 대해서는 이용료를 차감하고 환불해드리겠습니다
아니 내가 테스트하려고 사용한건데 그걸 왜 차감시켜요?
저희 서버나 서비스 이용료로
아니 그런건 모르겠고 오늘 결제해서 사용해보니 내가 불편해서 그런거 아니야
네 불편하셨다니 송구스럽습니다만
됐고 빨리 환불이나해줘!!!!! 일처리 제대로 안해?
환불 수수료 10프로 제외입니다.
아니!!! 무슨!!! 수수료를 10프로나 떼!!!! 장난하나!!! 내가 뭐 얼마나 썼다고 장난해?? 네 윗사람 나오라 그래 직원 교육을 뭐 이따위로 시켰어!
사용료의 50프로를 사용하셨습니다 고객님 
너는 됐고!!빨리 윗사람 부르라고!!!"
3878,갈취 대화,"내가 당신 회사의 중요 정보를 갖고 있어.
네? 무슨 소리세요?
저번에 당신이 메일로 보냈던 중요 정보 그거 내가 해킹했어. 
네? 정말인가요?
이 정보 정말 중요한 걸로 알고 있는데 내가 경쟁 회사에 넘겨도 괜찮겠나?
안됩니다 선생님. 뭘 원하십니까?
내일까지 2천만원을 내 계좌로 보내. 그렇지 않으면 바로 넘기겠다.
어떻게 그 금액을 내일까지 마련합니까 선생님
기한은 내일까지다. 다른 선택지는 없어.
알겠습니다 선생님. 최대한 마련해보겠습니다."
